Parcel_Number,sale_price,Sale_Date,Land_Economic_Area,Land_Net_Acres,View_Quality,Waterfront_Type,Crime_Num,withInSewerImprovement,near_firestation,near_healthcare,near_libraries,near_policestation,near_schools,near_waterplants,square_feet,percent_complete,condition,quality,attic_finished_square_feet,basement_square_feet,basement_finished_square_feet,porch_square_feet,attached_garage_square_feet,detached_garage_square_feet,fireplaces,stories,bedrooms,bathrooms,year_built
220012185,340000,2018-06-21,2017-09-01,0.4609,0,0,1351,0,0,0,0,0,1,0,1612,1,6,4,0,0,0,0,0,0,1,1,2,1,1972
220012236,403000,2018-06-07,2016-06-02,0.1446,0,0,1351,0,1,1,0,1,1,0,1656,1,6,5,0,0,0,0,0,0,0,2,2,1,2009
220014005,255000,2018-01-31,2017-09-01,0.1429,0,0,1351,0,1,1,0,0,1,0,1404,1,6,2,0,0,0,0,0,0,0,1,2,1,1976
220014019,218000,2018-10-03,2017-09-01,0.0809,0,0,1351,0,1,1,0,0,1,0,688,1,6,4,1,0,0,1,0,0,0,1,2,1,1959
220014143,274000,2018-06-13,2017-09-01,0.1515,0,0,1351,0,1,1,0,0,1,0,1530,1,6,5,0,0,0,0,0,0,0,1.5,2,1,1968
220018001,278000,2018-11-27,2017-09-01,0.2106,0,0,1351,0,1,1,0,0,1,0,1815,1,6,4,0,0,0,1,0,0,0,1,4,2,1987
220033216,550000,2018-04-03,2015-08-04,0.365,1,0,1351,0,1,0,0,0,1,0,2273,1,6,4,0,0,0,0,0,0,1,1,5,2.75,1977
220034017,499000,2018-10-23,2015-08-04,0.1768,1,0,1351,0,1,0,1,0,1,0,1587,1,6,5,0,0,0,1,0,0,1,1,2,1.75,1998
220037031,675000,2018-06-19,2015-08-04,0.2479,1,0,1351,0,1,0,1,0,1,0,2680,1,6,7,0,1,1,1,0,0,1,2,5,3.25,1990
220044204,399000,2018-05-03,2015-08-04,0.2289,0,0,1351,0,0,0,0,0,1,0,1190,1,6,5,0,1,1,1,1,0,1,1,5,1.75,1995
220091059,565000,2018-06-28,2015-10-01,0.2066,0,0,1351,0,0,0,0,0,1,0,1832,1,6,5,1,1,1,1,0,0,1,1,3,1.75,2006
220091158,360000,2018-03-22,2015-10-01,0.5699,0,0,1351,1,0,0,0,0,1,0,1176,1,6,5,1,0,0,0,1,0,1,1,2,1.5,1975
220091100,529000,2018-02-12,2015-10-01,0.2439,0,0,1351,1,0,0,0,0,1,0,1455,1,6,5,0,1,1,1,0,0,1,1,4,2.75,2004
220094050,387000,2018-02-28,2015-07-01,0.2462,0,0,1351,1,1,0,1,1,1,0,1780,1,6,5,0,0,0,0,1,0,1,1,3,2.5,1992
220102098,425000,2018-09-10,2015-10-01,0.2595,0,0,1351,1,1,0,1,1,1,0,1441,1,6,5,1,0,0,1,1,0,1,1,3,1.75,1998
220102111,409950,2018-12-13,2015-10-01,0.2571,1,0,1351,1,0,0,0,0,1,0,1261,1,6,5,0,1,1,1,0,1,1,1,2,1.75,1975
220102130,331500,2018-05-29,2015-10-01,0.2181,0,0,1351,1,0,0,1,1,1,0,1458,1,6,4,0,0,0,1,0,0,1,1,3,1.5,1977
220104096,341000,2018-06-22,2015-07-01,0.2267,0,0,1351,0,1,1,1,1,1,0,1316,1,6,5,0,0,0,1,1,0,1,1,3,1.75,1985
220104109,369900,2018-03-21,2015-07-01,0.2199,0,0,1351,0,1,1,1,1,1,0,1748,1,6,5,0,0,0,1,1,0,1,2,3,2.75,1994
220135037,240000,2018-01-26,2017-12-01,0.148,0,0,1351,0,0,0,0,1,1,0,1112,1,6,3,0,0,0,0,0,0,0,1,2,2,2004
220144007,500000,2018-04-09,2015-01-01,0.45,0,0,1351,0,0,0,0,0,0,0,2752,1,6,5,0,0,0,1,1,0,0,2,5,2.5,2005
220151082,334450,2018-12-27,2015-07-01,0.21,0,0,1351,0,1,1,1,1,1,0,1708,1,6,5,0,0,0,1,1,0,1,1,3,1.75,1982
220151101,380000,2018-08-16,2015-07-01,0.3951,0,0,1351,0,1,1,1,1,1,0,2130,1,6,4,0,0,0,0,1,0,2,1,4,4,1985
220151223,442500,2018-04-24,2015-07-01,0.3699,0,0,1351,0,1,1,1,1,1,0,2040,1,6,5,0,0,0,1,1,0,1,2,4,2,1992
220152041,395000,2018-07-17,2015-07-01,0.2754,0,0,1351,0,1,1,1,1,1,0,1881,1,6,5,0,0,0,1,1,0,2,2,4,1.75,1990
220152079,385000,2018-06-13,2015-07-01,0.58,0,0,1351,0,1,1,1,1,1,0,1432,1,6,5,0,1,0,1,0,0,1,1,4,2.25,1982
220153027,164000,2018-11-15,2015-05-01,0.3,0,0,1351,0,1,1,1,1,1,0,1724,1,6,3,0,0,0,1,1,0,0,2,3,2,1961
220153080,405000,2018-11-29,2015-05-01,0.33,0,0,1351,0,1,1,1,1,1,0,1846,1,6,4,0,0,0,1,0,0,1,1,3,1,1979
220153118,382000,2018-08-23,2015-05-01,0.2203,0,0,1351,0,1,1,1,1,1,0,1344,1,6,5,0,1,1,1,0,0,1,1,3,1.75,1984
220153159,449000,2018-11-29,2015-05-01,0.3243,0,0,1351,0,1,1,1,1,1,0,1890,1,6,4,0,0,0,0,0,0,2,1,4,2,1983
220154069,440000,2018-05-11,2015-05-01,0.36,0,0,1351,0,1,1,1,1,1,0,2170,1,6,5,0,0,0,1,1,0,1,1.5,3,2.5,1978
220155031,532500,2018-02-22,2015-07-01,0.3799,0,0,1351,0,1,1,1,1,1,0,3422,1,6,5,0,0,0,1,1,0,2,2,4,2.5,1984
220156044,380000,2018-01-25,2015-07-01,0.425,0,0,1351,0,1,1,1,1,1,0,2199,1,6,4,0,0,0,0,0,0,1,1,3,2.25,1980
220234214,219000,2018-09-27,2015-04-18,0.5,0,0,1351,0,0,0,0,0,1,0,1406,1,5,2,0,0,0,0,0,0,0,1,2,1,1964
220237024,548000,2018-10-10,2015-04-18,0.298,0,0,1351,0,0,0,0,0,1,0,2585,1,6,6,0,0,0,1,1,0,1,2,4,2.5,2018
220237025,545000,2018-05-24,2015-04-18,0.298,0,0,1351,0,0,0,0,0,1,0,2311,1,6,6,0,0,0,1,1,0,1,2,4,2.5,2018
219034050,660000,2018-09-11,2014-06-01,0.3581,0,1,46,1,0,1,1,0,1,0,1874,1,6,6,0,0,0,0,0,0,1,1,4,1.75,1986
219037014,525000,2018-10-22,2014-08-01,0.2322,0,0,46,1,1,1,1,0,1,0,2705,1,6,6,0,1,1,1,1,0,1,2,6,2.75,2001
219052036,292000,2018-07-31,2013-09-02,0.3872,0,0,46,0,0,0,1,1,1,0,2202,1,6,3,0,0,0,0,0,0,0,2,5,2.5,1986
219053046,203000,2018-09-26,2013-08-02,0.33,0,0,46,1,0,0,1,1,1,0,1595,1,6,3,0,0,0,1,1,0,2,1,4,2,1996
219056013,260000,2018-09-11,2013-08-02,0.25,0,0,46,0,0,1,1,1,1,0,1520,1,6,5,0,0,0,1,1,0,1,2,3,1.75,1993
219103043,305000,2018-10-15,2014-04-01,0.4993,0,0,46,1,1,0,0,0,1,0,1374,1,6,4,0,0,0,0,0,0,2,2,3,1.75,1972
219115003,200000,2018-04-05,2014-11-04,0.3599,0,0,46,1,0,1,1,0,1,0,1383,1,6,5,0,0,0,1,1,0,1,1,3,1.75,1990
219141028,375000,2018-03-27,2014-03-01,0.65,0,0,46,1,0,0,0,0,1,0,2344,1,2,4,0,0,0,1,1,0,1,2,5,2,1970
219142072,410000,2018-08-14,2014-11-04,0.35,0,0,46,1,0,0,0,0,1,0,2292,1,6,6,0,0,0,1,1,0,1,1.5,3,2.5,1995
219211022,195000,2018-04-09,2014-03-01,0.1309,0,0,46,0,1,1,1,0,1,0,1008,1,6,3,0,0,0,0,1,0,0,1,2,2,1976
219212079,359000,2018-06-22,2014-03-01,0.1997,0,0,46,0,1,1,1,0,1,0,1794,1,6,5,0,0,0,0,1,0,0,1,2,2,2018
219212126,500000,2018-12-07,2014-03-02,0.1951,0,1,46,0,1,1,1,0,1,0,2474,1,6,4,0,0,0,0,0,0,1,1,3,1.5,1977
220012020,431400,2018-07-27,2016-06-02,0.1157,0,0,1351,0,1,0,0,0,1,0,2267,1,6,4,0,0,0,0,0,0,1,1.5,2,2.75,1975
220014033,195000,2018-12-05,2017-09-01,0.0809,0,0,1351,0,1,1,0,0,1,0,748,1,6,3,0,0,0,1,0,0,0,1,2,1,1970
220014083,386500,2018-07-09,2017-09-01,0.2354,0,0,1351,0,1,1,0,0,1,0,1492,1,6,4,0,0,0,0,0,0,1,1.5,4,2,1980
220014094,360000,2018-01-31,2017-09-01,0.173,0,0,1351,0,1,1,0,0,1,0,1196,1,6,5,1,0,0,1,1,0,1,1,3,1.5,1993
220034043,403500,2018-04-12,2015-08-04,0.2045,0,0,1351,0,1,0,1,0,1,0,1466,1,6,5,0,1,1,1,0,0,1,1,3,2.25,1985
220035007,358500,2018-06-05,2015-08-04,0.1879,0,0,1351,0,1,0,1,0,1,0,1758,1,6,5,0,0,0,1,1,0,1,2,3,2.25,1987
220035009,375000,2018-11-02,2015-08-04,0.2393,0,0,1351,0,1,0,1,0,1,0,1824,1,6,5,0,0,0,1,1,0,1,1,3,1.75,1995
220238078,310000,2018-07-18,2017-01-19,0.3886,0,0,1351,0,0,0,0,0,1,0,2747,1,6,5,0,0,0,0,0,0,1,1,5,2.25,1992
220251182,255000,2018-05-30,2017-01-19,0.2224,0,0,1351,0,0,0,0,0,1,0,896,1,6,3,0,0,0,0,0,0,0,1,3,1.75,1995
220253027,250000,2018-11-15,2017-01-19,0.1899,0,0,1351,0,0,0,0,0,1,0,1126,1,6,4,0,0,0,0,1,0,1,1,4,2,1980
220254058,145000,2018-09-21,2017-01-19,0.1699,0,0,1351,0,0,0,0,0,1,0,1068,1,5,3,0,0,0,1,0,1,0,1,2,2,1973
220255024,105211,2018-10-18,2017-01-19,0.1959,0,0,1351,0,0,0,0,0,1,0,1478,1,6,5,0,0,0,1,0,0,0,1,3,1.75,1996
220258011,240500,2018-01-16,2017-01-19,0.1897,0,0,1351,0,0,0,0,0,1,0,1768,1,6,4,0,0,0,1,0,0,1,1,3,1.5,1971
221184085,657000,2018-05-17,2012-06-05,0.5599,0,0,1054,0,0,1,1,0,1,0,3054,1,6,6,0,0,0,1,1,0,2,2,3,2.5,2011
221188071,425000,2018-11-29,2012-06-05,0.528,0,0,1054,0,0,0,1,0,1,0,1934,1,6,6,0,0,0,1,1,0,1,1,3,2,2003
221196003,525000,2018-06-13,2012-06-05,0.6199,0,0,1054,0,1,0,0,0,1,0,2826,1,6,5,0,0,0,1,1,0,1,1,6,3.5,1988
221318015,485000,2018-06-06,2012-06-03,0.4199,1,0,1054,0,0,0,0,0,0,0,1700,1,6,5,0,0,0,1,1,0,1,1,3,1.75,1985
220095074,732000,2018-08-13,2015-10-01,0.2515,0,0,1351,0,0,0,0,0,1,0,2840,1,6,7,0,1,1,1,1,0,1,2,4,3,2010
220104069,302500,2018-08-13,2015-07-01,0.2066,0,0,1351,0,1,1,1,1,1,0,899,1,6,4,0,0,0,1,0,1,0,1,2,1,1982
220151069,450000,2018-06-04,2015-07-01,0.25,0,0,1351,0,1,1,1,1,1,0,1578,1,6,6,0,1,1,1,0,0,1,1,3,3,1998
220153043,490000,2018-05-16,2015-05-01,0.6887,0,0,1351,0,1,1,1,1,1,0,1625,1,6,5,1,1,1,1,0,0,1,1,4,2.75,1974
220246032,287500,2018-06-21,2017-12-01,0.1399,0,0,1351,0,1,0,1,0,0,0,1709,1,6,4,0,0,0,1,0,0,1,2,3,2,1992
220247002,289500,2018-09-11,2017-01-19,0.1835,0,0,1351,0,0,0,0,0,1,0,1344,1,6,5,0,0,0,1,1,0,1,1,3,1.75,2007
220251045,250000,2018-03-15,2017-01-19,0.1147,0,0,1351,0,1,0,1,0,1,0,1160,1,6,4,0,0,0,0,0,0,0,1,3,2,2017
220253022,237500,2018-12-27,2017-01-19,0.23,0,0,1351,0,0,0,0,0,1,0,1280,1,6,5,0,0,0,0,0,0,1,2,3,1.75,1984
220261013,345000,2018-06-27,2017-01-19,0.51,0,0,1351,0,0,0,0,0,1,0,1610,1,6,4,0,0,0,0,0,0,0,2.5,4,1.75,1995
220262016,591000,2018-06-14,2013-08-17,0.4017,0,0,1351,0,0,0,0,0,1,0,2524,1,6,7,0,0,0,1,1,0,1,2,3,2.75,2010
220267014,415000,2018-04-02,2013-08-17,0.28,0,0,1351,1,0,0,0,0,1,0,2510,1,6,5,0,0,0,1,1,0,1,2,3,2.25,1989
220274026,229000,2018-03-12,2013-07-01,0.2399,0,0,1351,1,0,0,0,0,1,0,1188,1,6,5,0,0,0,1,1,0,1,1,3,1.5,1980
220274054,365000,2018-10-12,2013-07-01,0.33,0,0,1351,1,0,0,0,0,1,0,1367,1,6,4,0,1,0,0,1,0,1,1,2,1,2000
220331026,285000,2018-03-19,2014-06-03,0.245,0,0,1351,1,1,1,0,0,1,0,1650,1,6,5,0,0,0,1,1,0,0,1,4,2,1977
220334010,280000,2018-11-19,2014-06-03,0.2195,0,0,1351,1,1,1,0,0,1,0,995,1,6,4,0,0,0,1,0,1,0,1,4,2,1985
220334045,375000,2018-12-19,2014-06-03,0.3994,0,0,1351,1,1,1,0,0,1,0,2434,1,6,5,0,0,0,1,0,0,1,1.5,4,3.25,1982
220341129,250000,2018-04-10,2013-02-14,0.1939,0,0,1351,1,1,0,0,0,1,0,1440,1,6,4,0,0,0,0,0,0,0,1,3,1,1980
220344032,290000,2018-06-21,2014-12-01,0.13,0,0,1351,1,0,1,0,0,1,0,1298,1,6,5,0,0,0,1,1,0,1,1,3,1.5,1973
220345001,176000,2018-09-14,2013-02-14,0.3902,0,0,1351,1,0,0,0,0,1,0,1394,1,4,3,0,0,0,1,0,0,1,1,3,1,1962
220035010,350000,2018-06-20,2015-08-04,0.1983,0,0,1351,0,1,0,1,0,1,0,2164,1,6,5,0,0,0,1,1,0,1,2,3,2.25,1987
220035025,208500,2018-08-23,2015-08-04,0.1743,0,0,1351,0,1,0,1,0,1,0,1710,1,6,5,0,0,0,1,1,0,1,2,3,1.75,1987
220044098,415000,2018-03-28,2015-08-04,0.218,0,0,1351,0,0,0,0,0,1,0,2538,1,6,4,0,0,0,0,0,0,2,2,2,1,1990
220044227,379900,2018-02-15,2015-08-04,0.2479,0,0,1351,0,0,0,0,0,1,0,2038,1,6,4,0,0,0,0,0,0,2,2,3,1.75,1973
220072055,289800,2018-06-21,2012-05-01,0.3787,0,0,1351,0,1,0,0,0,0,0,2384,1,6,5,0,0,0,0,0,0,0,1,3,2,1998
220091119,303000,2018-06-25,2015-10-01,0.284,0,0,1351,1,0,0,0,0,1,0,1392,1,6,5,0,0,0,1,1,0,1,1,3,1.5,1981
220094039,281400,2018-04-27,2015-07-01,0.2534,0,0,1351,1,1,0,1,1,1,0,1240,1,6,4,0,0,0,1,0,1,1,1,2,2,1976
220095011,434000,2018-03-19,2015-10-01,0.3139,0,0,1351,0,0,0,0,0,1,0,1220,1,6,4,0,1,1,1,1,0,2,1,4,3,1988
220095013,405000,2018-03-19,2015-10-01,0.3611,0,0,1351,0,0,0,0,0,1,0,2712,1,4,2,0,0,0,0,0,0,2,1,4,2,1984
220095014,385000,2018-03-19,2015-10-01,0.3623,0,0,1351,0,0,0,0,0,1,0,1944,1,6,4,0,0,0,0,1,0,2,1,4,2,1988
220098013,323000,2018-08-22,2015-07-01,0.2399,0,0,1351,1,0,0,0,0,1,0,1595,1,6,4,0,0,0,1,0,0,1,1,3,1.75,1980
220102089,292500,2018-06-07,2015-10-01,0.233,0,0,1351,1,1,0,1,1,1,0,882,1,6,4,0,0,0,1,1,0,1,1,2,1,1973
220108025,420000,2018-09-12,2015-07-01,0.2599,0,0,1351,1,1,1,1,1,1,0,1970,1,6,4,0,0,0,0,0,0,0,2,2,1.75,1977
220131062,232000,2018-03-07,2017-12-01,0.4899,0,0,1351,0,0,0,0,1,1,0,1004,1,6,2,0,0,0,0,0,0,0,1,2,1,1972
220131103,390000,2018-11-24,2017-12-01,0.18,0,0,1351,0,0,0,0,1,1,0,2000,1,6,5,0,0,0,1,0,0,0,2,6,3,1994
220153000,380000,2018-05-16,2015-05-01,0.2668,0,0,1351,0,1,1,1,1,1,0,1196,1,6,5,0,0,0,0,1,1,1,1,3,1.5,1993
220153067,350000,2018-03-27,2015-05-01,0.2899,0,0,1351,0,1,1,1,1,1,0,1744,1,6,4,0,0,0,1,1,0,1,1,3,1.5,1978
220153089,360000,2018-08-13,2015-05-01,0.23,0,0,1351,1,1,1,1,1,1,0,1440,1,6,5,0,0,0,1,1,0,1,1,3,1,1999
220153183,477500,2018-02-07,2015-05-01,0.31,0,0,1351,0,1,1,1,1,1,0,2740,1,6,5,0,0,0,1,1,0,1,2,4,3,1992
220156018,565000,2018-12-20,2015-07-01,0.4476,0,0,1351,0,1,1,1,1,1,0,3381,1,6,6,0,0,0,1,1,0,1,1,4,2.75,1994
220157007,382999,2018-02-22,2015-05-01,0.4039,0,0,1351,0,1,1,1,1,1,0,2012,1,6,4,0,0,0,1,1,0,2,1,4,2,1987
220211054,414000,2018-12-13,2015-05-01,0.2203,0,0,1351,0,0,1,0,0,1,0,2165,1,6,5,0,0,0,1,1,0,1,2,4,2.5,2002
220242242,345000,2018-03-02,2017-12-01,0.2799,0,0,1351,0,1,0,1,0,1,0,2506,1,6,5,0,0,0,1,0,0,0,1,6,3,1984
220251018,175000,2018-03-29,2017-01-19,0.51,0,0,1351,0,1,0,1,0,1,0,572,1,6,4,0,0,0,0,0,0,0,1,1,1,1970
220251056,260000,2018-01-10,2017-01-19,0.33,0,0,1351,0,1,0,1,0,1,0,2136,1,6,4,0,0,0,0,0,0,1,1,2,1.75,1990
221083048,311000,2018-03-02,2011-01-02,0.16,1,0,1054,0,1,1,0,1,1,0,1088,1,5,3,0,0,0,1,0,0,1,1,3,1,1972
221084099,750000,2018-06-08,2011-01-02,0.26,1,0,1054,0,1,1,0,1,1,0,1664,1,6,5,0,1,1,1,1,0,1,1,3,2.25,1983
221086036,555000,2018-06-12,2011-01-02,0.28,0,0,1054,0,1,1,0,1,1,0,2128,1,6,5,0,0,0,1,0,1,1,1.5,3,2,2006
221175004,300000,2018-07-29,2011-01-02,0.4627,1,0,1054,0,1,1,0,1,1,0,2717,1,6,6,0,1,1,1,0,0,2,2,3,3.5,1993
221182080,310250,2018-11-02,2012-06-05,0.4399,0,0,1054,0,0,0,0,0,1,0,1776,1,6,4,0,0,0,0,1,0,2,1,4,2,1989
221207005,505000,2018-08-20,2012-06-03,0.53,0,0,1054,0,0,1,1,0,1,0,2100,1,6,6,0,0,0,1,1,0,2,2,3,2.5,2001
221231047,513000,2018-06-12,2016-01-01,0.1147,1,0,1054,0,1,0,0,1,1,0,1920,1,6,6,0,0,0,1,0,0,0,2,3,2.5,2012
221233075,320000,2018-02-28,2015-02-01,0.2703,0,0,1054,0,1,0,0,1,1,0,1698,1,6,5,0,0,0,1,1,0,1,1,3,1.75,1978
221278022,459950,2018-11-29,2015-02-01,0.2873,0,0,1054,0,0,1,0,1,1,0,2296,1,6,6,0,0,0,1,1,0,2,2,3,2.25,1991
221311054,282000,2018-10-23,2012-06-05,0.2324,0,0,1054,0,1,0,0,0,0,0,960,1,6,4,0,0,0,1,1,0,1,1,2,1,1983
221311112,124173,2018-04-05,2012-06-05,0.1485,1,0,1054,0,1,0,0,0,0,0,1056,1,6,5,0,1,1,1,0,0,1,1,2,1.75,1985
221347016,675000,2018-03-22,2015-02-01,0.2199,1,0,1054,0,1,0,1,0,1,0,3069,1,6,6,0,1,1,1,0,0,1,1,6,3.5,2006
222223016,484500,2018-08-07,2011-11-21,0.3099,0,1,324,0,0,0,0,0,0,0,2304,1,6,4,0,0,0,0,0,0,1,1,2,1,1979
222223027,600000,2018-11-01,2011-11-21,0.3443,0,1,324,0,0,0,0,0,0,0,960,1,6,5,0,0,0,1,0,1,0,1,2,1,1983
222284020,755000,2018-09-07,2011-11-21,0.637,0,1,324,0,0,0,0,0,0,0,1496,1,6,5,0,1,1,1,0,0,2,2,4,2.75,2001
222305006,355000,2018-04-04,2011-01-03,0.4021,0,0,324,0,0,0,0,0,0,0,1526,1,6,5,0,0,0,1,1,0,1,2,3,2.5,2003
222314018,565000,2018-03-05,2011-01-03,0.3706,1,0,324,0,1,0,0,0,1,1,1694,1,6,6,0,1,1,1,0,0,2,1,3,2.5,1988
222322047,474500,2018-02-22,2011-01-03,0.5199,0,0,324,0,1,0,0,0,0,0,1990,1,6,5,0,1,1,1,0,1,1,1,3,2.75,1991
222323075,270000,2018-02-07,2011-01-03,0.65,0,1,324,0,1,0,0,0,1,0,768,1,6,3,0,0,0,1,0,0,0,1,1,1,1983
222337021,475000,2018-06-15,2011-01-04,0.63,0,0,324,0,1,0,0,0,0,0,1806,1,6,5,0,0,0,1,1,0,1,2,3,2.5,2001
318014016,235000,2018-07-25,2006-05-04,0.2199,0,0,1349,0,0,0,0,0,1,0,1341,1,6,4,0,0,0,1,0,0,1,1,3,1,1983
318017001,312000,2018-05-15,2006-05-04,0.4199,0,0,1349,0,0,0,0,0,0,0,3310,1,6,4,0,0,0,0,0,0,1,2,4,2.25,1990
318017015,459450,2018-10-15,2006-05-04,0.4049,0,0,1349,0,0,0,0,0,0,0,3313,1,6,6,0,0,0,0,0,0,1,2,3,2.25,1992
318036008,265000,2018-01-19,2006-05-02,0.5199,0,0,1349,0,0,1,0,0,1,0,2052,1,6,4,0,0,0,1,1,0,2,2,4,3,1988
318045063,272950,2018-01-03,2006-05-02,0.162,0,0,1349,0,0,1,0,0,1,0,1394,1,6,5,0,0,0,0,1,0,0,1,3,2,2017
318118033,349000,2018-08-09,2006-05-03,0.55,0,0,1349,0,1,0,0,0,1,0,2571,1,6,4,0,0,0,0,0,0,0,2,3,2.5,1995
318126010,315000,2018-07-06,2006-05-03,0.2936,0,0,1349,0,1,0,0,0,1,0,2150,1,6,5,0,0,0,1,1,0,0,1,3,2,2007
318132018,330000,2018-08-23,2006-08-01,0.464,0,0,1349,0,1,0,0,0,1,0,2536,1,6,4,0,0,0,0,0,0,0,1,3,1.5,1992
220254110,258000,2018-04-11,2017-01-19,0.15,0,0,1351,0,0,0,0,0,1,0,1011,1,6,4,0,0,0,0,1,0,1,1,3,1,2005
220263063,255000,2018-01-17,2013-08-17,0.25,0,0,1351,1,0,0,0,0,1,0,1848,1,6,3,0,0,0,1,0,0,1,1,4,2,1992
220267002,333000,2018-05-10,2013-08-17,0.23,0,0,1351,1,0,0,0,0,1,0,2268,1,6,5,0,0,0,1,1,0,1,2,4,2.25,1987
220267035,539000,2018-10-30,2013-08-17,0.3799,0,0,1351,1,0,0,0,0,1,0,3533,1,6,5,0,1,1,1,1,0,1,1.5,4,3.25,1982
220275026,742500,2018-08-30,2015-03-05,0.4399,0,0,1351,0,0,0,0,0,1,0,1696,1,6,8,0,0,0,0,0,0,1,2,4,1.75,2000
220328016,427000,2018-04-15,2013-08-02,0.58,0,0,1351,0,0,1,1,1,1,0,4328,1,6,4,0,0,0,0,0,0,2,1,6,3.5,1993
220334042,285000,2018-09-21,2014-06-03,0.2169,0,0,1351,1,1,1,0,0,1,0,1403,1,6,5,0,0,0,1,1,0,1,1,3,1.75,1977
220341042,480000,2018-07-18,2013-02-14,0.337,0,0,1351,1,0,1,0,0,1,0,3432,1,6,5,0,0,0,0,0,0,1,3,4,2.75,2004
220341044,270000,2018-06-26,2013-02-14,0.2199,0,0,1351,1,0,0,0,0,1,0,1217,1,6,4,0,0,0,0,0,0,0,1,3,1.75,1998
220344021,385000,2018-07-17,2014-12-01,0.1862,0,0,1351,1,0,1,0,0,1,0,2824,1,6,4,0,1,0,0,0,0,0,2,5,3,1970
220345013,229950,2018-08-29,2013-02-14,0.2,0,0,1351,1,0,0,0,0,1,0,846,1,6,4,0,0,0,1,0,0,0,1,2,1.5,2000
220353013,247000,2018-03-08,2013-02-14,0.1899,0,0,1351,1,0,1,0,0,1,0,1092,1,6,4,0,0,0,1,1,0,1,1,3,1,1993
221053065,734950,2018-06-19,2011-01-02,0.2507,0,0,1054,0,1,1,0,1,1,1,2499,1,6,6,0,0,0,1,0,1,1,1.5,3,2.5,2013
221064097,700000,2018-10-10,2011-01-02,0.46,1,0,1054,0,1,0,0,1,1,1,1770,1,6,4,0,1,0,1,0,0,1,1.5,3,1.5,1976
221084070,775000,2018-06-25,2011-01-02,0.66,1,0,1054,0,1,1,0,1,1,0,1912,1,6,5,0,1,1,1,0,1,2,1,3,1.75,1971
221173104,599000,2018-12-12,2012-06-03,0.5889,0,0,1054,0,0,1,1,0,1,0,2354,1,6,6,0,0,0,1,1,0,1,1,3,2.5,2016
221188019,524000,2018-07-20,2012-06-05,0.5,0,0,1054,0,1,1,1,0,1,0,2078,1,6,5,0,0,0,1,1,0,2,2,3,2.25,1998
221196022,420000,2018-07-28,2012-06-05,0.4399,0,0,1054,0,1,0,0,0,1,0,1716,1,6,5,0,0,0,1,1,0,1,2,3,2.25,1993
318138016,295000,2018-04-17,2006-08-01,0.5899,0,0,1349,0,0,0,0,0,1,0,1628,1,6,4,0,0,0,1,1,0,0,1,3,2,2008
318238139,240000,2018-05-02,2006-08-01,0.5,0,0,1349,0,0,0,0,0,0,0,1764,1,6,5,0,0,0,0,1,0,1,2,4,2.5,1995
319013025,280000,2018-08-28,2009-07-15,0.6,0,0,5407,0,0,0,1,1,1,0,1262,1,6,5,1,0,0,1,1,0,1,1,3,1.5,1970
319023065,256000,2018-07-24,2009-01-02,0.3599,0,0,5407,0,1,0,1,1,1,0,1900,1,4,2,0,0,0,0,0,0,1,1,2,1,1965
319031008,210000,2018-05-11,2009-01-02,0.2399,0,0,5407,1,1,0,0,0,1,0,1275,1,6,1,0,0,0,0,0,0,0,1,2,1,1976
319033070,200000,2018-07-01,2009-01-02,0.3699,0,0,5407,1,1,0,0,1,1,0,3536,1,6,4,0,0,0,0,0,0,1,1,3,2.25,1992
319042041,275000,2018-07-09,2018-02-24,0.4484,0,0,5407,1,0,0,1,0,1,0,1904,1,6,2,0,0,0,0,0,0,1,2,4,2,1974
319051030,270000,2018-02-09,2018-02-24,0.21,0,0,5407,1,0,0,1,0,1,0,1434,1,6,3,0,0,0,1,0,1,1,1,3,2,2000
319052023,312000,2018-03-27,2018-02-24,0.4148,0,0,5407,1,0,0,0,0,1,0,2456,1,6,2,0,0,0,0,0,0,0,3,5,3.75,1972
319053043,127500,2018-06-06,2018-02-24,0.1699,0,0,5407,1,0,0,0,0,1,0,1110,1,6,3,0,0,0,0,0,0,0,1,3,1,1996
221343052,645000,2018-04-18,2015-02-01,0.2479,1,0,1054,0,1,0,1,0,1,0,2948,1,6,7,0,0,0,1,1,0,2,2,4,3,2006
222207008,347000,2018-11-13,2011-01-03,0.65,0,0,324,0,0,0,0,0,0,0,2370,1,6,4,0,0,0,0,0,0,1,1.5,3,1.75,1988
222285047,675000,2018-01-09,2011-01-04,0.6487,0,0,324,0,0,0,0,0,0,0,3044,1,6,8,1,0,0,1,1,0,1,2,4,3.5,2007
222318031,376450,2018-09-12,2011-01-03,0.4199,0,0,324,0,1,0,0,0,1,1,1454,1,6,5,0,0,0,1,1,0,1,1,3,2,1992
221231061,206800,2018-01-16,2016-01-01,0.18,0,0,1054,0,1,0,0,1,1,0,1020,1,6,5,0,0,0,0,1,0,0,1,3,1,1984
221233080,742000,2018-04-13,2015-02-01,0.2134,1,0,1054,0,1,0,0,1,1,0,2466,1,6,7,0,1,1,1,1,0,1,1,3,3,2014
221253026,320000,2018-02-27,2016-04-02,0.1297,0,0,1054,0,1,1,1,1,1,1,1328,1,5,3,0,0,0,0,0,0,0,2,3,1,1984
