Parcel_Number,sale_price,Sale_Date,Land_Economic_Area,Land_Net_Acres,View_Quality,Waterfront_Type,Crime_Num,withInSewerImprovement,near_firestation,near_healthcare,near_libraries,near_policestation,near_schools,near_waterplants,square_feet,percent_complete,condition,quality,attic_finished_square_feet,basement_square_feet,basement_finished_square_feet,porch_square_feet,attached_garage_square_feet,detached_garage_square_feet,fireplaces,stories,bedrooms,bathrooms,year_built
320262093,320000,2018-09-13,2018-01-23,0.2452,0,0,943,0,0,0,0,0,1,0,1317,1,6,5,0,0,0,0,1,0,1,1,4,1.5,1983
320271094,265000,2018-08-21,2018-01-23,0.1606,0,0,943,0,1,0,0,0,1,0,1842,1,6,5,0,0,0,0,1,0,1,1,4,1,1975
320272075,136000,2018-06-01,2018-01-23,0.2093,0,0,943,0,1,0,0,1,1,0,1056,1,6,4,0,0,0,1,1,1,1,1,3,1,1974
320284149,245000,2018-12-06,2018-01-22,0.2153,0,0,943,0,1,1,1,0,1,0,1198,1,6,5,0,0,0,0,1,0,1,1,3,1.5,1982
320291101,275000,2018-07-26,2018-01-21,0.2367,0,0,943,0,1,1,1,1,1,0,1410,1,6,5,0,0,0,1,1,0,1,1,3,1.5,1978
320291112,282500,2018-08-14,2018-01-21,0.2188,0,0,943,0,1,1,1,1,1,0,1135,1,6,4,0,0,0,1,1,0,1,1,3,1,1977
320291119,186000,2018-03-01,2018-01-21,0.3042,0,0,943,0,1,1,1,1,1,0,1148,1,6,5,0,1,0,1,1,0,1,1,3,1,1970
320296002,324000,2018-03-09,2018-01-21,0.1148,0,0,943,0,1,1,1,1,1,0,1550,1,6,5,1,0,0,1,1,0,1,2,3,2.5,2008
320298010,280100,2018-05-29,2018-01-21,0.1618,0,0,943,0,1,1,1,1,1,0,1646,1,6,4,0,0,0,1,0,0,0,1,3,1.75,2000
320298030,232500,2018-07-26,2018-01-21,0.2066,0,0,943,0,1,1,1,1,1,0,787,1,6,4,0,0,0,0,0,0,0,1,2,1,1978
320301018,255000,2018-05-14,2017-01-20,0.4042,0,0,943,0,1,0,1,1,1,0,961,1,6,4,0,1,0,0,0,1,0,1,3,1,1997
320313046,179000,2018-04-17,2014-04-15,0.1199,0,0,943,1,0,0,0,0,1,0,829,1,6,3,0,0,0,0,0,0,0,1,2,1,1972
320313081,340000,2018-01-11,2014-04-15,0.3528,0,0,943,1,0,0,0,0,1,0,2860,1,6,5,0,0,0,0,1,0,2,2,4,3,1994
320321011,248500,2018-12-06,2018-01-24,0.1377,0,0,943,0,1,1,1,1,1,0,1380,1,4,2,0,0,0,0,0,0,0,2,2,1,1950
320321099,330000,2018-12-03,2018-01-24,0.5509,0,0,943,0,1,1,1,1,1,0,1752,1,6,4,0,0,0,0,0,0,0,1,3,1.75,1984
320321112,225000,2018-02-27,2018-01-24,0.13,0,0,943,0,1,1,1,1,1,0,1464,1,6,4,0,0,0,1,0,0,0,1.5,4,1,1971
320321166,252000,2018-09-27,2018-01-21,0.1377,0,0,943,0,1,1,1,1,1,0,1107,1,6,4,0,0,0,1,1,0,0,1,3,1,1990
320321176,340000,2018-06-12,2018-01-24,0.35,0,0,943,0,1,1,1,1,1,0,1575,1,6,4,0,1,1,1,0,1,1,1,3,1.5,1976
320324038,255000,2018-10-23,2018-01-24,0.2262,0,0,943,0,0,1,1,0,1,0,1486,1,6,4,0,0,0,0,0,0,0,1,3,1,1976
320324095,335000,2018-02-27,2018-01-24,0.3202,0,0,943,0,0,0,1,0,1,0,2424,1,6,5,0,0,0,1,1,0,2,2,4,3.25,1988
320324230,235000,2018-08-29,2018-01-24,0.1899,0,0,943,0,0,0,1,0,1,0,1025,1,6,4,0,0,0,0,1,0,1,1,3,1,1976
320326036,190000,2018-05-16,2018-01-21,0.2699,0,0,943,0,1,0,1,1,1,0,1144,1,5,4,0,0,0,1,1,0,1,1,3,2,1994
320327013,279950,2018-12-06,2018-01-24,0.1699,0,0,943,0,0,0,1,0,1,0,1260,1,6,4,0,0,0,0,1,0,1,1,3,1.5,1989
320327049,269950,2018-12-11,2018-01-24,0.3199,0,0,943,0,0,0,1,0,1,0,1309,1,6,4,0,1,0,0,0,0,0,1.5,3,1,1990
320327069,275000,2018-07-27,2018-01-24,0.1492,0,0,943,0,0,0,1,0,1,0,1368,1,6,5,0,0,0,1,1,0,1,1,3,2,1993
320328014,315000,2018-11-30,2018-01-24,0.43,0,0,943,0,0,0,1,0,1,0,2026,1,6,4,0,0,0,1,0,0,1,1,3,1.75,1989
320328053,340000,2018-04-23,2018-01-24,0.18,0,0,943,0,0,0,1,0,1,0,1700,1,6,5,0,1,0,1,0,0,1,1.5,4,1.5,2000
320331056,270000,2018-05-11,2018-01-22,0.16,0,0,943,0,1,1,1,0,1,0,1856,1,6,5,0,0,0,0,0,0,1,1,3,1.5,1981
320331177,265000,2018-10-24,2018-01-22,0.16,0,0,943,0,1,1,1,0,1,0,1220,1,6,4,0,0,0,1,1,0,1,1,3,1,1982
320331182,245500,2018-02-26,2018-01-22,0.1399,0,0,943,0,1,1,1,0,1,0,1060,1,6,5,0,0,0,1,1,0,1,1,3,1.5,1990
320331241,305500,2018-07-09,2018-01-22,0.4599,0,0,943,0,1,1,1,0,1,0,800,1,4,3,0,0,0,1,0,0,0,1,2,1,1972
320332085,210000,2018-01-16,2018-01-24,0.4199,0,0,943,0,1,1,1,0,1,0,1258,1,6,4,0,0,0,1,0,0,1,1,4,1.75,1974
320333059,249000,2018-07-25,2018-01-24,0.23,0,0,943,0,0,0,1,0,1,0,1302,1,6,3,0,0,0,0,0,0,1,1,2,1,1972
320333180,280000,2018-09-12,2018-01-24,0.21,0,0,943,0,1,1,1,0,1,0,1125,1,6,4,0,0,0,1,1,0,1,1,3,1,1982
320333291,250328,2018-11-19,2018-01-24,0.275,0,0,943,0,0,0,1,0,1,0,1634,1,6,4,0,0,0,1,0,1,1,1,3,1.5,1981
320334082,282000,2018-07-23,2018-01-24,0.3399,0,0,943,0,0,0,1,0,1,0,1496,1,6,4,0,0,0,0,0,0,1,1,2,1,1988
320335055,170000,2018-10-15,2018-01-22,0.1561,0,0,943,0,0,1,1,0,1,0,1602,1,6,5,0,0,0,1,1,0,1,2,3,2.5,1998
320336017,287000,2018-07-18,2018-01-24,0.1818,0,0,943,0,1,1,1,0,1,0,1220,1,6,5,0,0,0,1,1,0,0,1,3,1.75,1995
320337009,225000,2018-01-30,2018-01-24,0.2,0,0,943,0,0,1,1,0,1,0,1040,1,6,4,0,0,0,0,1,0,1,1,3,1,1988
320337020,180000,2018-10-29,2018-01-24,0.1699,0,0,943,0,1,1,1,0,1,0,1156,1,6,5,0,0,0,0,1,0,1,1,3,1.75,1990
320338066,345000,2018-09-18,2018-01-24,0.1809,0,0,943,0,0,1,1,0,1,0,1752,1,6,5,0,0,0,1,1,0,1,2,3,2.5,2005
320343039,338000,2018-06-11,2009-01-01,0.6252,0,0,943,0,1,0,0,0,1,0,3159,1,6,3,0,0,0,0,0,0,1,1,3,1,1975
320343087,260000,2018-02-07,2009-01-01,0.5481,0,0,943,0,1,0,0,0,1,0,1946,1,6,4,0,0,0,0,0,0,1,1,2,1,1982
320343090,236000,2018-10-09,2009-01-01,0.4997,0,0,943,0,1,0,0,0,1,0,1052,1,6,4,1,0,0,1,0,0,1,1,3,1,1966
319268058,449950,2018-04-05,2007-04-01,0.4953,0,0,5407,0,1,0,0,0,1,0,3236,1,6,5,0,0,0,0,1,0,1,2,6,3.5,2017
319273030,265000,2018-08-22,2007-02-01,0.4763,0,0,5407,0,1,0,0,0,1,0,1540,1,6,5,0,0,0,0,0,0,0,1,3,2,2004
319281021,86000,2018-10-17,2007-02-01,0.18,0,0,5407,0,0,1,0,0,1,0,928,1,4,3,0,1,0,0,1,0,0,1,2,1,1973
319281038,246000,2018-12-18,2007-02-01,0.1739,0,0,5407,0,0,1,0,0,1,0,1116,1,6,4,0,0,0,1,1,0,0,1,4,1.5,1983
319367014,369995,2018-02-15,2006-05-01,0.2357,0,0,5407,0,0,0,0,0,1,0,2316,1,6,5,0,0,0,1,1,0,1,2,3,2.5,2017
320053119,242000,2018-02-05,2017-10-01,0.1399,0,0,943,0,1,1,1,1,1,0,1319,1,6,4,0,0,0,1,0,0,1,1,3,1,1990
320067006,278950,2018-10-25,2017-01-25,0.1899,0,0,943,0,1,1,0,0,1,0,1054,1,6,5,0,0,0,1,1,0,1,1,3,2,1992
320067012,260000,2018-03-29,2017-01-25,0.1414,0,0,943,0,1,1,0,0,1,0,884,1,6,4,0,1,0,0,0,0,0,1,2,1,1996
320131034,407000,2018-02-14,2009-05-15,0.4899,0,0,943,0,1,0,0,0,1,0,3104,1,6,2,0,0,0,0,0,0,2,2,6,3.75,1985
320151133,257500,2018-11-02,2018-01-17,0.1377,0,0,943,0,1,1,1,1,1,0,1004,1,6,3,0,0,0,1,1,0,0,1,3,1,1995
320151140,210000,2018-11-01,2018-01-16,0.229,0,0,943,0,1,1,1,1,1,0,2240,1,3,3,0,0,0,0,0,0,1,2,3,1.75,1984
320153051,226000,2018-09-19,2018-01-16,0.6555,0,0,943,0,1,1,1,1,1,0,953,1,5,4,1,1,0,1,0,1,1,1,3,1,1960
320211046,46524,2018-05-14,2018-01-15,0.2387,0,0,943,0,1,1,1,1,1,0,1053,1,6,4,1,0,0,1,0,1,0,1,3,1,1978
320211090,360000,2018-07-06,2018-01-15,0.2582,0,0,943,0,1,1,1,1,1,0,1701,1,6,5,0,0,0,1,0,0,1,1.5,4,1.75,1990
320212066,380000,2018-04-04,2018-01-15,0.1377,0,0,943,0,1,0,1,1,1,0,1644,1,6,5,0,1,1,1,0,0,1,1,4,2.5,1990
320213013,250000,2018-08-20,2018-01-22,0.2089,0,0,943,0,1,0,1,1,1,0,958,1,6,4,0,1,0,1,0,1,1,1,2,1,1968
320213031,166668,2018-10-16,2018-01-22,0.2074,0,0,943,0,1,0,1,1,1,0,928,1,6,4,0,1,0,0,1,0,1,1,2,1,1968
320213090,299000,2018-05-21,2018-01-22,0.1928,0,0,943,0,1,1,1,1,1,0,1332,1,6,4,0,0,0,0,0,0,1,1,5,1.5,1974
320213093,335000,2018-08-03,2018-01-22,0.3328,0,0,943,0,1,0,1,1,1,0,1729,1,6,5,1,1,0,0,0,1,1,1,3,1.75,1981
320214023,260000,2018-06-12,2018-01-22,0.4683,0,0,943,0,1,1,1,1,1,0,2652,1,6,4,0,0,0,0,0,0,1,2.5,3,1.75,1971
320214052,221500,2018-01-18,2018-01-22,0.1119,0,0,943,0,1,1,1,1,1,0,1142,1,6,4,0,1,1,1,0,0,1,1,3,1,1973
320214107,282000,2018-08-10,2018-01-22,0.1216,0,0,943,0,1,1,1,1,1,0,1188,1,6,4,0,1,1,1,0,0,1,1,3,1.5,1976
320215016,292000,2018-04-04,2018-01-15,0.13,0,0,943,0,1,1,1,1,1,0,1643,1,6,5,0,0,0,1,1,0,1,2,3,2,2009
320222095,179900,2018-10-17,2018-01-16,0.1377,0,0,943,0,1,1,0,1,1,0,805,1,6,3,0,0,0,0,0,0,0,1,2,1,1980
320226073,355000,2018-04-13,2018-01-16,0.1465,0,0,943,0,1,1,1,1,1,0,1534,1,6,5,0,1,1,1,0,0,1,1.5,4,2.75,2016
320238063,275000,2018-07-12,2009-01-15,0.5,0,0,943,0,0,0,0,0,1,0,1723,1,6,5,0,0,0,1,0,0,0,1,3,2,2000
320243073,300000,2018-12-17,2009-01-15,0.3429,0,0,943,0,0,0,0,0,1,0,1439,1,6,4,0,0,0,0,0,0,0,2,3,2,2008
320244105,90000,2018-08-09,2009-01-15,0.3399,0,0,943,0,0,0,0,0,1,0,2911,1,6,5,0,0,0,1,1,0,1,2,4,3.5,2019
320245013,339500,2018-08-07,2009-01-15,0.45,1,0,943,0,1,0,0,0,1,0,3230,1,6,4,0,0,0,0,0,0,1,2,3,3,2002
320251117,345000,2018-07-31,2009-01-15,0.3099,0,0,943,0,1,0,0,0,0,0,1874,1,6,5,0,0,0,1,1,0,1,1,3,2.25,1998
320323195,265000,2018-06-06,2018-01-24,0.1899,0,0,943,0,0,0,1,0,1,0,1433,1,6,5,0,0,0,1,1,0,1,1,3,2,2006
320324220,245524,2018-11-21,2018-01-24,0.51,0,0,943,0,0,0,1,0,1,0,2540,1,4,5,0,0,0,1,1,0,1,2,6,2.5,1986
320324249,239950,2018-03-14,2018-01-24,0.274,0,0,943,0,0,0,1,0,1,0,1736,1,6,4,0,0,0,1,0,0,0,1,3,1.75,1990
320324302,265000,2018-09-18,2018-01-24,0.33,0,0,943,0,0,0,1,0,1,0,1048,1,6,4,0,0,0,1,1,0,1,1,3,1.5,1991
320325057,300000,2018-07-19,2018-01-24,0.198,0,0,943,0,1,0,1,0,1,0,1720,1,6,5,0,0,0,1,1,0,1,2,3,3,1993
320326035,230000,2018-01-11,2018-01-21,0.2,0,0,943,0,1,0,1,1,1,0,1217,1,6,4,0,0,0,1,1,0,1,1,3,1.75,1988
320327017,255000,2018-04-25,2018-01-24,0.1477,0,0,943,0,0,0,1,0,1,0,1495,1,6,5,0,0,0,1,0,0,1,1,3,1.5,1987
320327020,278850,2018-08-20,2018-01-24,0.3326,0,0,943,0,0,0,1,0,1,0,1130,1,6,5,0,0,0,1,1,0,1,1,3,1.75,1989
320327072,395000,2018-10-02,2018-01-24,0.4317,0,0,943,0,0,0,1,0,1,0,2151,1,6,5,0,0,0,1,1,0,0,2,5,2.5,1993
320328048,250000,2018-01-02,2018-01-24,0.15,0,0,943,0,0,0,1,0,1,0,1296,1,6,4,0,0,0,1,1,0,1,2,3,1.75,2000
320331044,250000,2018-07-19,2018-01-22,0.4199,0,0,943,0,1,1,1,0,1,0,2545,1,6,4,0,0,0,0,0,0,1,1.5,5,1,1987
320332043,265000,2018-06-13,2018-01-22,0.2699,0,0,943,0,1,1,1,1,1,0,896,1,6,4,1,1,0,1,0,0,1,1,3,1,1975
320332133,285000,2018-03-19,2018-01-24,0.2196,0,0,943,0,1,1,1,0,1,0,1566,1,6,4,0,0,0,1,0,1,0,1.5,3,2,1995
320333075,266000,2018-06-20,2018-01-24,0.16,0,0,943,0,0,0,1,0,1,0,2268,1,6,2,0,0,0,0,0,0,0,2,3,1,1970
320334047,335000,2018-09-10,2018-01-24,0.5399,0,0,943,0,0,0,1,0,1,0,2480,1,6,4,0,0,0,0,0,0,1,2.5,4,1.75,1968
320334093,255000,2018-10-31,2018-01-24,0.33,0,0,943,0,0,0,1,0,1,0,1476,1,6,4,0,0,0,1,0,1,1,1.5,3,1.5,1975
320336012,255000,2018-07-12,2018-01-24,0.162,0,0,943,0,1,1,1,0,1,0,1208,1,6,4,0,0,0,0,1,0,0,1,3,1.75,1993
320337008,386500,2018-09-05,2018-01-24,0.3399,0,0,943,0,0,0,1,0,1,0,2190,1,6,3,0,0,0,1,0,0,1,2.5,4,3,1984
320341016,275000,2018-10-16,2009-01-01,0.3737,0,0,943,0,1,0,0,0,1,0,1284,1,6,5,0,0,0,1,1,0,1,1,3,1.5,1993
320342031,305000,2018-05-30,2009-01-01,0.2177,0,0,943,0,1,0,0,0,1,0,1424,1,6,4,0,0,0,0,0,1,0,1.5,3,2,2007
320342047,172836,2018-02-05,2009-01-01,0.2582,0,0,943,0,1,0,0,0,1,0,960,1,1,3,0,0,0,1,0,1,0,1,3,1,1973
320343143,250250,2018-07-19,2009-01-01,0.3911,0,0,943,0,1,0,0,0,1,0,1456,1,6,5,0,0,0,0,0,0,0,1,2,1,1980
321152017,602500,2018-10-04,2004-03-27,0.6198,0,0,56,0,1,0,0,1,1,0,2650,1,6,6,0,1,1,1,0,1,1,2,4,2.5,1991
321165021,455000,2018-12-21,2004-03-27,0.4599,0,0,56,0,1,0,0,0,1,0,1872,1,6,4,0,0,0,1,1,0,1,2,3,1.75,1981
321212020,475000,2018-04-30,2004-03-27,0.18,1,0,56,1,1,0,0,0,1,0,2594,1,6,5,0,1,1,1,0,0,1,2,4,3,1996
321212082,565000,2018-09-17,2004-03-27,0.4799,1,0,56,1,1,0,0,0,1,0,1350,1,6,5,0,1,1,1,0,0,1,1,3,2,1976
320272134,230000,2018-04-11,2018-01-23,0.1423,0,0,943,0,1,1,0,1,1,0,965,1,6,4,0,0,0,1,1,0,1,1,3,1,1983
320272201,62886,2018-03-02,2018-01-23,0.3399,0,0,943,0,1,1,0,1,1,0,2294,1,6,4,0,1,0,1,0,0,1,1.5,4,1.75,1962
320273103,270000,2018-02-13,2009-01-01,0.3676,0,0,943,0,1,0,0,0,1,0,1164,1,6,4,0,0,0,1,0,0,0,2,3,1.5,2004
320275049,312000,2018-05-21,2018-01-23,0.1435,0,0,943,0,1,0,0,0,1,0,1646,1,6,4,0,0,0,1,1,0,0,2,4,2.5,2012
320276015,140000,2018-04-16,2018-01-23,0.23,0,0,943,0,1,0,0,1,1,0,1426,1,6,4,0,0,0,1,1,0,1,2,4,1.5,1987
320276056,307000,2018-05-25,2018-01-23,0.1992,0,0,943,0,1,1,0,1,1,0,1225,1,6,5,0,0,0,0,1,0,0,1,3,2,2005
320276057,250000,2018-07-25,2018-01-23,0.1992,0,0,943,0,1,1,0,1,1,0,1225,1,6,5,0,0,0,0,1,0,0,1,3,2,2005
320291151,206000,2018-04-05,2018-01-21,0.3265,0,0,943,0,1,1,1,1,1,0,1366,1,1,5,0,1,0,1,0,0,1,1.5,4,1,1953
320292018,420000,2018-05-22,2018-01-21,0.322,0,0,943,0,1,1,1,1,1,0,1412,1,6,5,0,1,1,1,1,0,1,1,3,2.5,1987
320294054,240000,2018-08-15,2018-01-21,0.1578,0,0,943,0,1,1,1,1,1,0,1387,1,6,2,0,0,0,0,0,0,1,1,3,1,1973
320294077,289000,2018-02-21,2018-01-21,0.2324,0,0,943,0,1,1,1,1,1,0,1256,1,6,4,1,0,0,1,1,1,1,1,4,1.5,1995
320301114,240000,2018-05-29,2017-01-20,0.16,0,0,943,0,1,0,1,1,1,0,914,1,6,4,0,0,0,1,1,0,0,1,3,1,1991
320301149,320000,2018-10-30,2017-01-20,0.36,0,0,943,0,0,0,0,1,1,0,2236,1,6,4,0,0,0,0,0,0,1,1,3,1.75,1985
320305021,270000,2018-08-23,2017-01-20,0.13,0,0,943,0,0,0,0,1,1,0,1814,1,6,5,0,0,0,1,1,0,0,2,3,1.75,2005
320312057,305000,2018-07-24,2014-04-15,0.3099,0,0,943,0,0,0,0,0,1,0,1944,1,6,3,0,0,0,0,0,0,2,1,3,1.75,1986
320321162,237969,2018-11-05,2018-01-21,0.1057,0,0,943,0,1,1,1,1,1,0,1132,1,6,4,0,0,0,1,0,0,1,1,3,1,1992
320322092,204000,2018-04-19,2018-01-21,0.2121,0,0,943,0,1,0,1,1,1,0,1734,1,3,5,0,0,0,0,1,0,1,1,3,1.75,1980
320322186,57000,2018-12-09,2018-01-21,0.1239,0,0,943,0,1,1,1,1,1,0,1068,1,5,4,0,0,0,1,0,0,1,1,0,1.5,1983
320323093,247265,2018-11-13,2018-01-24,0.1654,0,0,943,0,0,0,0,0,1,0,1015,1,6,4,0,0,0,0,1,0,1,1,3,1,1985
320323191,376000,2018-09-14,2018-01-24,0.2132,0,0,943,0,0,0,1,0,1,0,1388,1,6,5,0,1,1,1,1,0,1,1,5,2.5,1985
320324079,178000,2018-09-11,2018-01-24,0.1492,0,0,943,0,1,1,1,0,1,0,1059,1,5,2,0,0,0,0,0,0,1,1,2,1,1965
320324081,256000,2018-05-07,2018-01-24,0.1377,0,0,943,0,1,1,1,0,1,0,664,1,6,4,1,1,1,1,0,1,1,1,3,1.75,1990
320325039,258000,2018-11-21,2018-01-24,0.15,0,0,943,0,1,0,1,1,1,0,1110,0.6,6,3,0,0,0,1,0,0,1,1,3,1.75,1985
320327019,258000,2018-07-20,2018-01-24,0.2224,0,0,943,0,0,0,1,0,1,0,1114,1,6,4,0,0,0,1,1,0,1,1,3,1.75,2002
320327024,324990,2018-10-30,2018-01-24,0.1342,0,0,943,0,0,0,1,0,1,0,984,1,6,5,0,1,1,1,1,0,0,1,3,2,2010
321231027,256250,2018-01-30,2004-06-26,0.23,0,0,56,0,1,1,1,0,1,0,1416,1,6,3,0,0,0,1,0,0,1,1,3,1,1977
321231047,360000,2018-06-26,2004-06-26,0.23,0,0,56,0,1,1,1,0,1,0,1240,1,6,5,0,0,0,1,1,0,1,1,3,2.25,1998
321235018,334000,2018-01-11,2004-06-26,0.1579,0,0,56,0,1,1,1,0,1,0,1494,1,6,5,0,0,0,1,1,0,1,2,3,2.5,1994
321235024,454500,2018-05-05,2004-06-26,0.1377,0,0,56,0,1,1,1,0,1,0,2431,1,6,5,0,0,0,1,1,0,1,2,4,2.5,2008
321235032,370000,2018-07-17,2004-06-26,0.1148,0,0,56,0,1,1,1,0,1,0,2366,1,6,6,0,0,0,0,1,0,1,2,3,2.5,2018
321256031,322000,2018-01-08,2004-02-26,0.2738,0,0,56,0,1,1,1,0,1,0,2262,1,6,4,0,0,0,1,0,0,0,1,5,3,1990
321258026,269100,2018-02-21,2004-02-26,0.23,0,0,56,0,0,0,0,0,1,0,1072,1,6,4,1,0,0,1,0,0,1,1,3,1,1979
321266037,660000,2018-10-11,2004-06-26,0.307,1,0,56,0,1,1,1,0,1,0,2788,1,6,8,0,1,1,1,1,0,3,1.5,4,2.5,1992
321266054,354900,2018-06-25,2004-06-26,0.1399,0,0,56,0,1,1,1,0,1,0,1559,1,6,5,0,0,0,1,1,0,1,2,3,2.5,1996
321311185,270000,2018-03-14,2016-07-01,0.1399,1,0,56,0,0,1,0,0,1,0,1360,1,6,5,0,1,1,1,0,0,1,1.5,4,1,1961
321312007,524500,2018-09-07,2016-07-02,0.0872,0,0,56,0,1,0,1,0,1,0,1894,1,6,5,0,1,0,1,0,0,1,1.5,3,1.75,1968
321312018,343000,2018-02-15,2016-07-02,0.088,0,0,56,0,1,0,1,0,1,0,2240,1,5,4,0,0,0,0,0,0,1,2.5,5,1.75,1971
416144041,375000,2018-12-18,2001-06-03,0.0781,0,0,214,0,1,1,1,1,1,1,1266,1,2,2,0,0,0,0,0,0,0,1,2,1,1944
416147012,260000,2018-09-07,2001-06-03,0.2576,0,0,214,0,1,1,1,1,1,1,1484,1,6,5,0,0,0,1,1,0,0,1,3,2,2005
417262052,530000,2018-09-28,2001-02-01,0.6677,0,1,152,0,1,0,0,0,0,0,1944,1,6,4,0,0,0,0,0,0,1,1,4,1.75,1982
418035100,229000,2018-11-08,2005-10-01,0.53,0,0,1043,0,1,0,0,0,1,0,2076,1,6,5,0,0,0,0,0,0,0,1,3,2,1994
418035107,311340,2018-04-18,2005-10-01,0.6199,0,0,1043,0,1,0,0,0,1,0,2393,1,6,5,0,0,0,0,0,0,1,1,3,2,1994
418058033,376000,2018-04-30,2006-07-01,0.3699,0,0,1043,0,1,0,0,0,1,0,1924,1,6,4,0,0,0,1,1,1,0,1,3,2,1998
418058052,382900,2018-02-26,2006-07-01,0.1478,0,0,1043,0,0,0,0,0,1,0,2313,1,6,5,0,0,0,0,1,0,1,2,4,2.5,2017
418226009,240000,2018-04-30,2001-06-09,0.2869,0,0,1043,0,0,0,0,0,0,0,1202,1,6,4,0,0,0,1,0,0,1,1,2,2,1995
418226013,359500,2018-11-05,2001-06-09,0.6114,0,0,1043,0,0,0,0,0,0,0,1888,1,6,5,0,0,0,0,1,0,0,1,4,3.5,1994
418226023,105000,2018-12-14,2001-06-09,0.6043,0,0,1043,0,0,0,0,0,0,0,1012,1,6,1,0,0,0,0,0,0,1,1,2,1,1980
418296011,275000,2018-08-13,2001-06-12,0.4,0,0,1043,0,0,0,0,0,1,0,2586,1,6,5,0,0,0,0,0,0,0,2,3,2,1997
418336006,350000,2018-02-15,2001-06-12,0.65,0,0,1043,0,0,0,0,0,1,0,1981,1,6,5,0,0,0,0,1,0,0,1,3,2,2006
419025003,360000,2018-10-29,2008-10-01,0.2777,0,0,6433,0,1,0,0,0,1,0,2022,1,6,5,0,0,0,1,1,0,1,2,3,2.25,1989
419063084,315000,2018-09-26,2009-07-15,0.4899,0,0,6433,0,0,0,1,0,1,0,2428,1,6,4,0,0,0,0,0,0,1,1,3,1.75,1983
419065020,375000,2018-11-20,2009-09-15,0.441,0,0,6433,0,0,0,0,0,1,0,1895,1,6,5,0,0,0,1,1,0,2,2,3,1.75,1998
419073087,365000,2018-10-01,2008-11-01,0.53,0,0,6433,0,1,0,1,0,1,0,2064,1,6,4,0,0,0,0,0,0,0,2,3,2.75,1998
419082012,415000,2018-08-29,2008-11-01,0.55,0,0,6433,0,0,0,0,0,1,0,1748,1,6,5,0,1,1,1,1,0,1,2,5,3,2000
419084071,293600,2018-01-31,2008-11-01,0.38,0,0,6433,0,1,0,0,0,1,0,1152,1,6,4,0,0,0,1,1,0,1,1,3,1.5,1981
419086029,325000,2018-09-06,2008-11-01,0.3899,0,0,6433,0,0,0,0,0,1,0,1736,1,6,5,0,0,0,0,1,0,2,1,4,2,1996
419116011,290000,2018-05-15,2008-12-03,0.25,0,0,6433,0,1,0,0,0,1,0,1008,1,6,4,0,0,0,1,1,0,0,1,3,1.75,2001
419146004,275000,2018-10-10,2008-12-04,0.26,0,0,6433,0,0,0,0,0,1,0,1273,1,6,4,0,0,0,0,0,0,1,1,3,1,1986
419147003,321000,2018-09-14,2008-12-04,0.2,0,0,6433,0,0,0,0,0,1,0,1687,1,6,4,0,0,0,1,1,0,1,2,4,1.75,1990
419153090,205000,2018-10-25,2008-02-14,0.2823,0,0,6433,0,1,0,1,0,1,0,1753,1,6,5,0,1,1,1,1,0,1,1,3,1.5,1988
419158011,380000,2018-07-11,2008-02-14,0.4901,0,0,6433,0,1,0,0,0,1,0,2184,1,6,5,0,0,0,0,1,0,2,1,4,3,2000
419213013,180000,2018-06-18,2008-05-13,0.31,0,0,6433,0,0,0,1,0,0,0,1781,1,6,4,0,0,0,0,0,0,1,2,2,2,1993
419215085,336000,2018-10-23,2008-05-13,0.36,0,0,6433,0,0,0,1,1,1,0,2092,1,6,5,0,0,0,1,0,0,1,1,5,2.25,1995
419236027,359950,2018-04-27,2008-03-14,0.3099,0,0,6433,0,0,0,0,0,1,0,1752,1,6,5,0,0,0,1,1,0,0,1,4,2,2001
419236063,121335,2018-07-31,2008-03-14,0.5,0,0,6433,0,0,0,0,0,1,0,1316,1,6,5,0,0,0,1,1,0,1,1,3,1,1989
419265053,393000,2018-03-14,2008-04-14,0.3399,0,0,6433,0,0,0,0,0,1,0,2576,1,6,5,0,0,0,1,1,0,2,1,4,4,2004
419365003,225000,2018-06-12,2005-01-06,0.3725,0,0,6433,0,0,0,0,0,1,0,1092,1,6,3,0,0,0,1,1,0,1,1,3,1,1976
420031007,139000,2018-08-15,2004-04-02,0.21,0,0,4215,0,0,1,0,0,1,0,1344,1,6,1,0,0,0,0,0,0,1,1,3,1.75,1983
420032156,291000,2018-07-09,2004-04-02,0.6229,0,0,4215,0,0,1,1,0,1,0,2340,1,6,5,0,0,0,0,0,0,0,2,3,2,1990
420052004,210315,2018-08-30,2004-04-02,0.482,0,0,4215,0,1,0,0,1,0,0,1924,1,6,5,0,1,1,1,0,0,0,1,4,1.75,1994
420065034,650000,2018-10-06,2004-04-01,0.3064,0,0,4215,0,0,1,1,0,0,0,3201,1,6,7,0,0,0,1,1,0,2,2,4,2.75,2016
420073029,250000,2018-03-01,2004-04-01,0.3498,0,0,4215,0,1,0,1,0,1,0,2284,1,5,2,0,0,0,1,0,0,1,2.5,6,1.75,1970
420084046,390950,2018-04-04,2004-02-02,0.45,0,0,4215,0,0,0,0,0,1,1,2148,1,6,5,0,0,0,0,1,0,1,2,3,1.5,1985
420092029,300000,2018-10-25,2004-04-02,0.46,0,0,4215,0,1,0,1,1,1,0,1800,1,6,4,0,0,0,0,1,0,0,1,4,2,1979
