"","Parcel_Number","sale_price","Sale_Date","Land_Economic_Area","Land_Net_Acres","View_Quality","Waterfront_Type","Crime_Num","withInSewerImprovement","near_firestation","near_healthcare","near_libraries","near_policestation","near_schools","near_waterplants","square_feet","condition","quality","attic_finished_square_feet","basement_square_feet","basement_finished_square_feet","porch_square_feet","attached_garage_square_feet","detached_garage_square_feet","fireplaces","stories","bedrooms","bathrooms","year_built"
"7706",6026630290,282815,2018-08-23,2007-04-02,0.0696,"0","0",6433,"0","1","0","0","0","1","0",1240,"6","5","0","0","0","1","1","0",0,1,2,1.75,2018
"7707",6026660680,410000,2018-10-04,2007-04-02,0.1447,"0","0",6433,"0","0","0","0","0","1","0",3140,"6","5","0","0","0","1","1","0",1,2,5,2.75,2015
"7708",6026660900,375000,2018-09-11,2007-04-02,0.1299,"0","0",6433,"0","1","0","0","0","1","0",2277,"6","5","0","0","0","0","1","0",1,2,4,2.5,2015
"7709",6026670020,699950,2018-11-15,2005-10-01,1.294,"0","0",1043,"0","1","0","0","0","0","0",3126,"6","6","0","0","0","1","1","0",1,1,5,2.75,2018
"7710",6026680020,505000,2018-08-16,2008-05-13,0.1217,"0","0",6433,"0","1","0","0","0","1","0",3070,"6","6","0","0","0","1","1","0",1,2,4,2.5,2017
"7711",6026690250,340000,2018-02-22,2007-04-02,0.1585,"0","0",6433,"0","0","0","0","0","1","0",2322,"6","5","0","0","0","1","1","0",1,2,4,2.5,2015
"7712",6026690430,360000,2018-01-11,2007-04-02,0.1923,"0","0",6433,"0","0","0","0","0","1","0",2692,"6","5","0","0","0","1","1","0",1,2,5,2.75,2016
"7713",6026730400,404950,2018-05-08,2009-06-01,0.0979,"0","0",4215,"0","0","0","0","0","1","1",2722,"6","5","0","0","0","1","1","0",1,2,5,3,2016
"7714",6026730900,4e+05,2018-04-26,2009-06-01,0.0955,"0","0",4215,"0","0","0","0","0","1","1",2722,"6","5","0","0","0","1","1","0",1,2,4,2.5,2015
"7715",6026730960,422500,2018-04-12,2009-06-01,0.1173,"0","0",4215,"0","0","0","0","0","1","1",2770,"6","5","0","0","0","1","1","0",1,2,4,2.5,2016
"7716",6026731170,180000,2018-01-19,2009-06-01,0.1965,"0","0",4215,"0","0","0","0","0","1","1",706,"6","4","1","0","0","1","0","0",0,1,3,1,1977
"7717",6026750120,545950,2018-02-13,2009-06-02,0.151,"0","0",4215,"0","0","0","0","0","1","0",3463,"6","6","0","0","0","1","1","0",2,2,5,2.75,2017
"7718",6026750170,484950,2018-02-24,2009-06-02,0.1417,"0","0",4215,"0","0","0","0","0","1","0",2381,"6","6","0","0","0","1","1","0",1,2,4,2.75,2017
"7719",6026750210,514950,2018-05-07,2009-06-02,0.1377,"0","0",4215,"0","0","0","0","0","1","0",2717,"6","6","0","0","0","1","1","0",1,2,4,3.25,2017
"7720",6026750260,494950,2018-08-13,2009-06-02,0.1528,"0","0",4215,"0","0","0","0","0","1","0",2642,"6","6","0","0","0","1","1","0",1,2,3,3,2018
"7721",6026750280,544950,2018-11-20,2009-06-02,0.1538,"0","0",4215,"0","0","0","0","0","1","0",2759,"6","6","0","0","0","1","1","0",1,2,4,2.75,2018
"7722",6026750410,534950,2018-07-03,2009-06-02,0.1398,"0","0",4215,"0","0","0","0","0","1","0",3269,"6","6","0","0","0","1","1","0",1,2,4,3,2017
"7723",6026760060,469990,2018-04-20,2008-08-14,0.1011,"0","0",6433,"1","1","0","0","0","1","0",2805,"6","5","0","0","0","1","1","0",2,2,4,2.75,2018
"7724",6026760100,429950,2018-06-01,2008-08-14,0.1192,"0","0",6433,"1","1","0","0","0","1","0",2745,"6","5","0","0","0","1","1","0",1,2,4,2.5,2018
"7725",6026760160,429950,2018-04-11,2008-08-14,0.1539,"0","0",6433,"1","1","0","0","0","1","0",2745,"6","5","0","0","0","1","1","0",1,2,4,2.5,2018
"7726",6026760180,422380,2018-03-09,2008-08-14,0.1185,"0","0",6433,"1","1","0","0","0","1","0",2605,"6","5","0","0","0","1","1","0",1,2,4,2.5,2018
"7727",6026760320,379730,2018-03-07,2008-08-14,0.0905,"0","0",6433,"1","1","0","0","0","1","0",2373,"6","5","0","0","0","1","1","0",1,2,4,2.5,2017
"7728",6026760490,484990,2018-08-07,2008-08-14,0.0876,"0","0",6433,"0","1","0","0","0","1","0",2701,"6","5","0","0","0","1","1","0",2,2,4,2.5,2017
"7729",6026781960,446450,2018-03-22,2008-12-03,0.1689,"0","0",6433,"0","1","0","0","0","1","0",2499,"6","6","0","0","0","1","1","0",1,1.5,3,3,2018
"7730",6026782100,470000,2018-10-02,2008-12-03,0.1529,"0","0",6433,"0","1","0","0","0","1","0",3026,"6","6","0","0","0","1","1","0",1,1,4,2.5,2016
"7731",6026790260,540000,2018-07-24,2003-02-03,0.1879,"0","0",4215,"0","0","0","0","0","1","0",2928,"6","5","0","0","0","1","1","0",1,1,4,2.75,2016
"7732",6026820030,582959,2018-02-27,2009-06-02,0.1722,"0","0",6433,"0","0","1","0","0","1","0",3416,"6","7","0","0","0","1","1","0",2,2,4,3.5,2017
"7733",6026820110,581989,2018-10-24,2009-06-02,0.1744,"0","0",6433,"0","0","1","0","0","1","0",3136,"6","7","0","0","0","1","1","0",2,2,4,2.5,2017
"7734",6026820140,611285,2018-04-16,2009-06-02,0.1779,"0","0",6433,"0","0","1","0","0","1","0",3261,"6","7","0","0","0","1","1","0",2,2,5,3.5,2017
"7735",6026870120,399995,2018-05-14,2008-10-14,0.124,"0","0",6433,"0","1","0","0","0","1","0",2770,"6","5","0","0","0","1","1","0",1,2.5,4,2.5,2017
"7736",6026870180,389995,2018-02-26,2008-10-14,0.1276,"0","0",6433,"0","1","0","0","0","1","0",2775,"6","5","0","0","0","1","1","0",1,2,5,2.5,2017
"7737",6026870220,367995,2018-01-26,2008-10-14,0.1773,"0","0",6433,"0","1","0","0","0","1","0",2375,"6","5","0","0","0","1","1","0",1,2,4,2.5,2017
"7738",6026870280,369995,2018-01-10,2008-10-14,0.1496,"0","0",6433,"0","1","0","0","0","1","0",2375,"6","5","0","0","0","1","1","0",1,2,4,2.5,2017
"7739",6025230560,335000,2018-07-20,2008-01-13,0.0837,"0","0",6433,"1","1","0","0","0","1","0",2042,"6","5","0","0","0","0","1","0",1,2,4,2.5,2007
"7740",6025230910,370000,2018-08-31,2008-01-13,0.1306,"0","0",6433,"1","1","0","0","0","1","0",2524,"6","6","0","0","0","1","1","0",1,2,4,2.5,2012
"7741",6025240100,355000,2018-03-28,2006-07-03,0.1375,"0","0",1043,"0","1","0","0","0","1","0",2634,"6","5","0","0","0","1","1","0",1,2,3,2.5,2007
"7742",6025240190,283500,2018-10-08,2006-07-03,0.1289,"0","0",1043,"0","1","0","0","0","1","0",1242,"6","5","0","0","0","1","1","0",0,1,3,2,2008
"7743",6025240810,262000,2018-02-09,2006-07-03,0.0987,"0","0",1043,"0","1","0","0","0","1","0",1162,"6","5","0","0","0","1","1","0",1,1,3,2,2007
"7744",6025240880,313500,2018-09-13,2006-07-03,0.1118,"0","0",1043,"0","1","0","0","0","1","0",1986,"6","5","0","0","0","1","1","0",1,2,4,2.5,2006
"7745",6025241330,243000,2018-10-22,2006-07-03,0.1063,"0","0",1043,"0","1","0","0","0","1","0",998,"6","5","0","0","0","0","1","0",0,1,2,1,2009
"7746",6025250530,340000,2018-11-01,2008-05-13,0.0545,"0","0",6433,"0","1","0","0","0","1","0",2355,"6","5","0","0","0","1","1","0",1,3,4,3.5,2015
"7747",6025250650,334950,2018-08-30,2008-05-13,0.0544,"0","0",6433,"0","1","0","0","0","1","0",2364,"6","5","0","0","0","1","1","0",0,3,3,3.5,2014
"7748",6025250850,306000,2018-05-07,2008-05-13,0.096,"0","0",6433,"0","1","0","0","0","1","0",1687,"6","5","1","0","0","1","1","0",1,2,3,2.5,2006
"7749",6025275510,387500,2018-08-15,2004-05-01,0.0868,"0","0",4215,"0","1","0","0","0","1","0",2492,"6","5","0","0","0","1","1","0",1,2,5,2.75,2006
"7750",6025275810,325000,2018-08-23,2004-05-01,0.0619,"0","0",4215,"0","1","0","0","0","1","0",1570,"6","5","0","0","0","0","1","0",1,2,3,2.5,2006
"7751",6025275910,324000,2018-11-15,2004-05-01,0.0619,"0","0",4215,"0","1","0","0","0","1","0",1816,"6","5","0","0","0","0","1","0",1,2,3,2.5,2006
"7752",6025276380,277000,2018-08-14,2004-05-01,0.0551,"0","0",4215,"0","1","0","1","0","1","0",1204,"6","5","0","0","0","1","1","0",0,2,2,1.75,2006
"7753",6025276730,329950,2018-07-03,2004-05-01,0.0654,"0","0",4215,"0","1","0","1","0","1","0",1901,"6","5","0","0","0","1","1","0",0,2,3,2.5,2006
"7754",6025276810,336000,2018-08-13,2004-05-01,0.0653,"0","0",4215,"0","1","0","1","0","1","0",1901,"6","5","0","0","0","1","1","0",0,2,3,2.5,2006
"7755",6025300030,389500,2018-10-09,2006-07-01,0.1429,"0","0",6433,"0","1","0","0","0","1","0",2714,"6","5","0","0","0","1","1","0",1,2,4,2.5,2006
"7756",6025321590,399135,2018-05-05,2004-05-01,0.0878,"0","0",4215,"0","1","0","0","0","1","0",2562,"6","5","0","0","0","0","1","0",1,2,4,2.5,2006
"7757",6025322010,360000,2018-06-29,2004-05-01,0.0781,"0","0",4215,"0","1","0","0","0","1","0",2123,"6","5","0","0","0","1","1","0",1,2,3,2.5,2007
"7758",6025322130,370000,2018-08-08,2004-05-01,0.0781,"0","0",4215,"0","1","0","0","0","1","0",2105,"6","5","0","0","0","1","1","0",1,2,3,2.5,2006
"7759",6025340040,510000,2018-05-11,2008-05-13,0.1555,"1","0",6433,"0","0","0","0","0","1","0",3554,"6","7","0","0","0","1","1","0",1,2,4,3.5,2007
"7760",6025340280,480000,2018-06-26,2008-05-13,0.157,"0","0",6433,"0","0","0","0","0","1","0",3384,"6","7","0","0","0","1","1","0",2,2,4,2.5,2013
"7761",6025353520,382500,2018-01-08,2004-05-01,0.0878,"0","0",4215,"0","1","0","0","0","1","0",2365,"6","5","0","0","0","0","1","0",1,2,4,2.5,2006
"7762",6025360140,330000,2018-08-23,2006-07-03,0.1531,"0","0",1043,"0","0","0","0","0","1","0",1680,"6","5","0","0","0","0","1","0",1,1,3,1.75,2009
"7763",6025360420,280000,2018-08-28,2006-07-03,0.1154,"0","0",1043,"0","0","0","0","0","1","0",2634,"6","5","0","0","0","0","1","0",1,2,3,2.5,2007
"7764",6025360460,355000,2018-04-16,2006-07-03,0.1468,"0","0",1043,"0","0","0","0","0","1","0",2379,"6","5","0","0","0","1","1","0",1,2,3,2.5,2008
"7765",6025360510,425000,2018-04-20,2006-07-03,0.124,"0","0",1043,"0","0","0","0","0","1","0",3091,"6","5","0","0","0","1","1","0",1,2,4,2.5,2008
"7766",6025360770,220000,2018-05-15,2006-07-03,0.2904,"0","0",1043,"0","0","0","0","0","1","0",2224,"6","5","0","0","0","1","0","0",1,1,3,2.5,1996
"7767",6025380500,352260,2018-05-04,2004-05-01,0.0918,"0","0",4215,"0","1","0","0","0","0","0",2399,"6","5","0","0","0","1","1","0",1,2,4,2.5,2007
"7768",6025392450,385000,2018-05-21,2004-05-01,0.0854,"0","0",4215,"0","1","0","0","0","1","0",2120,"6","5","0","0","0","1","1","0",1,2,4,2.5,2007
"7769",6025392490,395000,2018-07-30,2004-05-01,0.0854,"0","0",4215,"0","1","0","0","0","1","0",2360,"6","5","0","0","0","0","1","0",1,2,4,2.5,2008
"7770",6025392630,350000,2018-01-22,2004-05-01,0.0781,"0","0",4215,"0","1","0","0","0","1","0",2239,"6","5","0","0","0","1","1","0",1,2,4,2.5,2008
"7771",6025392640,385000,2018-02-28,2004-05-01,0.089,"0","0",4215,"0","1","0","0","0","1","0",2305,"6","5","0","0","0","0","1","0",1,2,3,2.5,2008
"7772",6025393160,425000,2018-12-20,2004-05-01,0.1062,"0","0",4215,"0","1","0","0","0","1","0",2942,"6","5","0","0","0","1","1","0",1,2,4,2.5,2007
"7773",6025393200,4e+05,2018-05-16,2004-05-01,0.0909,"0","0",4215,"0","1","0","0","0","1","0",2562,"6","5","0","0","0","1","1","0",1,2,4,2.5,2007
"7774",6025393330,375000,2018-08-27,2004-05-01,0.0781,"0","0",4215,"0","1","0","0","0","1","0",2239,"6","5","0","0","0","1","1","0",1,2,3,2.5,2007
"7775",6027180110,549950,2018-11-07,2004-02-02,0.1612,"0","0",4215,"0","1","1","1","1","1","0",3092,"6","5","0","0","0","0","1","0",1,2,4,3,2018
"7776",6027180130,589950,2018-06-22,2004-02-02,0.161,"0","0",4215,"0","1","1","1","1","1","0",3092,"6","5","0","0","0","0","1","0",1,2,4,3,2018
"7777",6026870310,389995,2018-02-20,2008-10-14,0.2253,"0","0",6433,"0","1","0","0","0","1","0",2554,"6","5","0","0","0","1","1","0",1,2,5,2.75,2017
"7778",6026870460,397150,2018-01-03,2008-10-14,0.1489,"0","0",6433,"0","1","0","0","0","1","0",2770,"6","5","0","0","0","1","1","0",1,2.5,4,2.5,2017
"7779",6026880170,494995,2018-01-26,2004-02-02,0.1332,"0","0",4215,"0","0","0","1","0","0","1",2526,"6","5","0","1","1","1","1","0",1,2,6,3.5,2017
"7780",6026880200,499995,2018-02-26,2004-02-02,0.1469,"0","0",4215,"0","0","0","1","0","0","1",2526,"6","5","0","1","1","1","1","0",1,2,6,3.5,2017
"7781",6026880290,439995,2018-02-26,2004-02-02,0.1208,"0","0",4215,"0","0","0","0","0","0","1",2643,"6","5","0","0","0","1","1","0",1,2.5,4,2.5,2017
"7782",6026880340,438995,2018-01-25,2004-02-02,0.1575,"0","0",4215,"0","0","0","0","0","0","1",2643,"6","5","0","0","0","1","1","0",1,2.5,4,2.5,2017
"7783",6026880350,419995,2018-02-07,2004-02-02,0.1516,"0","0",4215,"0","0","0","0","0","0","1",2434,"6","5","0","0","0","0","1","0",1,2,5,2.5,2017
"7784",6026882180,429900,2018-03-15,2004-02-02,0.0832,"0","0",4215,"0","0","0","0","0","0","1",2150,"6","5","0","0","0","1","1","0",1,2,4,2.5,2017
"7785",6026882230,459900,2018-04-02,2004-02-02,0.107,"0","0",4215,"0","0","0","0","0","0","1",2560,"6","5","0","0","0","1","1","0",1,2,3,2.5,2017
"7786",6026882360,497900,2018-02-20,2004-02-02,0.0848,"0","0",4215,"0","0","0","0","0","0","1",2560,"6","5","0","1","1","1","1","0",1,2,4,3.5,2017
"7787",6026882510,478432,2018-05-22,2004-02-02,0.1374,"0","0",4215,"0","0","0","0","0","0","1",2432,"6","5","0","1","1","1","0","0",1,2,4,3.25,2017
"7788",6025400150,94755,2018-06-08,2006-07-01,0.1392,"0","0",1043,"0","1","0","0","0","1","0",2488,"6","5","0","0","0","0","1","0",1,2,3,2.5,2009
"7789",6025400180,297500,2018-06-01,2006-07-01,0.1563,"0","0",1043,"0","1","0","0","0","1","0",2232,"6","5","0","0","0","1","1","0",1,2,3,2.5,2009
"7790",6025420010,390000,2018-03-20,2008-04-13,0.1148,"0","0",6433,"0","0","0","0","0","1","0",2606,"6","6","0","0","0","1","1","0",1,2,3,2.5,2012
"7791",6025420030,4e+05,2018-05-22,2008-04-13,0.1148,"0","0",6433,"0","0","0","0","0","1","0",3022,"6","6","0","0","0","1","1","0",1,2,5,2.5,2011
"7792",6025430400,308400,2018-10-11,2008-06-13,0.0707,"0","0",6433,"0","1","1","0","0","1","0",1702,"6","5","0","0","0","0","1","0",1,2,3,2.5,2013
"7793",6025491200,350000,2018-04-05,2008-10-14,0.1513,"0","0",6433,"0","1","0","0","0","1","0",2415,"6","5","0","0","0","0","1","0",1,2,4,2.5,2007
"7794",6025491430,310000,2018-12-28,2008-10-14,0.0944,"0","0",6433,"0","0","0","0","0","1","0",1728,"6","5","0","0","0","0","1","0",1,2,3,2.5,2007
"7795",6025491480,289000,2018-01-12,2008-10-14,0.085,"0","0",6433,"0","0","0","0","0","1","0",1863,"6","5","0","0","0","1","1","0",1,2,2,2.5,2007
"7796",6025491660,325000,2018-05-03,2008-10-14,0.0937,"0","0",6433,"0","1","0","0","0","1","0",2122,"6","5","0","0","0","0","1","0",1,2,3,2.5,2013
"7797",6025491720,305000,2018-08-15,2008-10-14,0.1468,"0","0",6433,"0","1","0","0","0","1","0",1230,"6","5","0","0","0","1","1","0",1,2,3,2.25,2009
"7798",6025491920,285000,2018-05-01,2008-10-14,0.1595,"0","0",6433,"0","1","0","0","0","1","0",1229,"6","5","0","0","0","1","1","0",1,1,3,2,2010
"7799",6025510050,305000,2018-11-26,2006-07-03,0.0918,"0","0",1043,"0","0","0","0","0","1","0",1885,"6","5","0","0","0","0","1","0",1,2,3,2.5,2007
"7800",6025531360,359950,2018-04-18,2008-05-13,0.1853,"0","0",6433,"0","0","0","0","0","0","0",2277,"6","5","0","0","0","1","1","0",1,2,5,2.75,2015
"7801",6025541150,436000,2018-06-05,2001-06-12,0.3013,"0","0",1043,"0","1","0","1","0","1","0",2595,"6","5","0","0","0","1","1","0",1,2,4,2.5,2015
"7802",6025541560,420000,2018-03-29,2001-06-12,0.2875,"0","0",1043,"0","1","0","1","0","1","0",2618,"6","6","0","0","0","1","1","0",1,2,4,2.5,2013
"7803",6025541680,445000,2018-02-05,2001-06-12,0.4683,"0","0",1043,"0","1","0","1","0","1","0",3162,"6","5","0","0","0","1","1","0",1,2,4,2.5,2014
"7804",6025590100,344000,2018-11-26,2006-07-01,0.1371,"0","0",1043,"0","0","0","0","0","1","0",2336,"6","5","0","0","0","1","1","0",1,2,5,2.5,2013
"7805",6025601061,459000,2018-08-03,2008-10-02,0.101,"0","0",4215,"0","0","0","0","0","1","0",2692,"6","5","0","0","0","1","1","0",1,2,4,2.75,2015
"7806",6025700910,315000,2018-10-02,2007-04-02,0.095,"0","0",6433,"0","0","0","0","0","1","0",2030,"6","5","0","0","0","0","1","0",1,2,3,2.5,2010
"7807",6025701070,329950,2018-05-03,2007-04-02,0.0763,"0","0",6433,"0","0","0","0","0","1","0",2019,"6","5","0","0","0","0","1","0",1,2,3,2.5,2010
"7808",6025701180,345000,2018-04-23,2007-04-02,0.082,"0","0",6433,"0","0","0","0","0","1","0",2229,"6","5","0","0","0","1","1","0",1,2,3,2.5,2015
"7809",6025701290,395000,2018-06-29,2007-04-02,0.0896,"0","0",6433,"0","0","0","0","0","1","0",2704,"6","5","0","0","0","1","1","0",1,2,4,3,2016
"7810",6025701400,414000,2018-07-26,2007-04-02,0.1157,"0","0",6433,"0","0","0","0","0","1","0",2636,"6","5","0","0","0","1","1","0",2,2,3,2.5,2013
"7811",6025701500,329500,2018-07-03,2007-04-02,0.0708,"0","0",6433,"0","0","0","0","0","1","0",2162,"6","5","0","0","0","1","1","0",1,2,3,2.5,2014
"7812",6025701781,359900,2018-08-22,2007-04-02,0.0873,"0","0",6433,"0","0","0","0","0","1","0",2162,"6","5","0","0","0","1","1","0",1,2,3,2.5,2017
"7813",6025742520,395000,2018-08-01,2008-05-13,0.1148,"0","0",6433,"0","0","0","0","0","0","0",2552,"6","5","0","0","0","1","1","0",1,2,4,2.75,2015
"7814",6025790100,320000,2018-06-10,2006-07-03,0.1148,"0","0",1043,"0","1","0","0","0","1","0",2194,"6","5","0","0","0","1","1","0",1,2,4,2.5,2011
"7815",6025810110,425000,2018-05-11,2008-05-13,0.1847,"0","0",6433,"0","0","0","0","0","0","0",2631,"6","6","0","0","0","1","1","0",1,2,4,2.5,2014
"7816",6025822330,348000,2018-04-25,2001-06-12,0.243,"0","0",1043,"0","1","0","0","0","1","0",1676,"6","5","0","0","0","1","1","0",1,2,3,2.5,2010
"7817",6025822760,334900,2018-11-07,2001-06-12,0.2256,"0","0",1043,"0","1","0","0","0","0","0",2364,"6","5","0","0","0","1","1","0",1,2,4,2.5,2015
"7818",6025823530,409950,2018-06-20,2001-06-12,0.238,"0","0",1043,"0","1","0","0","0","1","0",2934,"6","5","0","0","0","1","1","0",1,2,4,2.5,2011
"7819",6025823540,403000,2018-02-15,2001-06-12,0.238,"0","0",1043,"0","1","0","0","0","1","0",3118,"6","5","0","0","0","1","1","0",1,2,4,2.5,2011
"7820",6025823890,390000,2018-10-09,2001-06-12,0.2488,"0","0",1043,"0","1","0","1","0","1","0",1911,"6","5","0","0","0","1","1","0",1,1,3,2,2013
"7821",6025850080,525000,2018-12-13,2008-12-03,0.1657,"0","0",6433,"0","0","0","0","0","1","0",3125,"6","5","0","0","0","1","1","0",1,2,5,3.5,2018
"7822",6025860210,325000,2018-06-19,2006-07-01,0.0795,"0","0",6433,"0","1","0","0","0","1","0",2142,"6","5","0","0","0","1","1","0",1,2,4,2.5,2012
"7823",6025890400,465900,2018-04-05,2008-12-03,0.1693,"0","0",6433,"0","1","0","0","0","1","0",3041,"6","5","0","0","0","1","1","0",1,2,4,2.5,2009
"7824",6025890680,360000,2018-06-20,2008-12-03,0.0597,"0","0",6433,"0","1","0","0","0","1","0",2011,"6","5","0","0","0","1","1","0",1,2,3,2.5,2014
"7825",6025890720,350000,2018-10-01,2008-12-03,0.0643,"0","0",6433,"0","1","0","0","0","1","0",1877,"6","5","0","0","0","1","1","0",1,2,3,2.5,2014
"7826",6080000900,285000,2018-11-06,2017-01-20,0.0688,"0","0",943,"0","1","0","1","0","1","0",1508,"5","2","0","0","0","0","0","0",0,2,3,1.75,1978
"7827",6080002100,249500,2018-10-31,2017-01-20,0.1377,"0","0",943,"0","1","0","1","0","1","0",1184,"5","2","0","0","0","0","0","0",1,1,4,1,1979
"7828",6080003660,77231,2018-03-16,2017-01-20,0.1377,"0","0",943,"0","1","0","1","0","1","0",1937,"5","3","0","0","0","0","0","0",0,1,2,1.75,1970
"7829",6140200103,435000,2018-09-06,2015-08-04,0.1597,"0","0",1351,"0","1","0","1","0","1","0",1524,"6","5","0","1","1","1","0","0",2,1,5,1.75,1994
"7830",6140200221,427000,2018-11-07,2015-08-04,0.2216,"0","0",1351,"0","1","0","1","0","1","0",1614,"6","5","0","1","1","1","0","0",1,1,4,2.25,1998
"7831",6167020320,250000,2018-05-07,2008-06-13,0.241,"0","0",6433,"0","1","1","1","1","1","0",1365,"6","5","0","0","0","0","1","0",1,2,3,1.75,1990
"7832",6026882580,495697,2018-08-13,2004-02-02,0.0947,"0","0",4215,"0","0","0","0","0","0","1",2368,"6","5","0","1","1","1","1","0",1,2,4,3.5,2018
"7833",6026882600,528688,2018-10-26,2004-02-02,0.0947,"0","0",4215,"0","0","0","0","0","0","1",2560,"6","5","0","1","1","1","1","0",1,2,4,3.5,2018
"7834",6026882620,549900,2018-12-19,2004-02-02,0.0941,"0","0",4215,"0","0","0","0","0","0","1",2560,"6","5","0","1","1","1","1","0",1,2,5,3.5,2018
"7835",6026882660,570900,2018-08-31,2004-02-02,0.1281,"0","0",4215,"0","0","0","0","0","0","1",2406,"6","5","0","1","1","1","1","0",1,2,4,3.5,2016
"7836",6026882670,499900,2018-08-16,2004-02-02,0.1281,"0","0",4215,"0","0","0","0","0","0","1",2560,"6","5","0","0","0","1","1","0",1,2,3,2.5,2016
"7837",6026882690,5e+05,2018-11-20,2004-02-02,0.1331,"0","0",4215,"0","0","0","0","0","0","1",2650,"6","5","0","1","1","1","0","0",1,2,4,2.5,2018
"7838",6026882830,603723,2018-05-31,2004-02-02,0.2976,"0","0",4215,"0","0","0","0","0","0","1",3686,"6","5","0","0","0","1","1","0",1,2,4,3.75,2018
"7839",6026900010,444950,2018-11-27,2008-02-14,0.117,"0","0",6433,"0","1","0","0","0","1","0",2580,"6","5","0","0","0","1","1","0",1,2,5,3.25,2018
"7840",6026900040,464950,2018-08-28,2008-02-14,0.1395,"0","0",6433,"0","1","0","0","0","1","0",2508,"6","5","0","0","0","0","1","0",1,2,4,2.75,2018
"7841",6026900120,447950,2018-05-22,2008-02-14,0.1548,"0","0",6433,"0","1","0","0","0","1","0",3062,"6","5","0","0","0","1","1","0",1,2,4,2.5,2017
"7842",6026920100,605610,2018-10-08,2008-08-14,0.2152,"0","0",6433,"1","0","0","0","0","1","0",3228,"6","6","0","0","0","1","1","0",1,2,4,3.5,2019
"7843",6026920210,611321,2018-12-14,2008-08-14,0.189,"0","0",6433,"1","0","0","0","0","1","0",3456,"6","6","0","0","0","1","1","0",1,2,5,4.25,2019
"7844",6026920270,684666,2018-11-19,2008-08-14,0.2834,"0","0",6433,"1","0","0","0","0","1","0",3228,"6","6","0","0","0","1","1","0",1,2,4,3.5,2019
"7845",6026930060,521451,2018-10-08,2003-02-03,0.1655,"0","0",4215,"0","1","1","0","1","1","0",2202,"6","6","0","0","0","1","1","0",1,1,3,2,2018
"7846",6026930130,375000,2018-11-13,2003-02-03,0.2007,"0","0",4215,"0","1","1","0","1","1","0",3214,"6","6","0","0","0","1","1","0",1,2,5,3,2018
"7847",6026930210,125000,2018-06-19,2003-02-03,0.1663,"0","0",4215,"0","1","1","0","1","1","0",2908,"6","6","0","0","0","1","1","0",1,2,4,2.75,2018
"7848",6026930240,494950,2018-06-27,2003-02-03,0.1653,"0","0",4215,"0","1","1","0","1","1","0",2638,"6","6","0","0","0","1","1","0",1,2,5,2.5,2018
"7849",6026930270,484950,2018-02-14,2003-02-03,0.1973,"0","0",4215,"0","1","1","0","1","1","0",1952,"6","6","0","0","0","1","1","0",1,1,3,2,2017
"7850",6026940030,479990,2018-07-30,2007-04-02,0.1312,"0","0",6433,"0","1","0","0","0","1","0",3001,"6","5","0","0","0","1","1","0",1,2,4,3.5,2018
"7851",6026960040,614950,2018-11-02,2004-02-02,0.1611,"0","0",4215,"0","1","1","1","1","1","0",3195,"6","5","0","0","0","0","1","0",1,2,4,3.25,2016
"7852",6026970080,526046,2018-06-29,2008-02-14,0.2606,"0","0",6433,"0","0","0","0","0","1","0",3219,"6","5","0","0","0","1","1","0",1,2,6,3,2018
"7853",6026970100,430468,2018-01-03,2008-02-14,0.1142,"0","0",6433,"0","0","0","0","0","1","0",2552,"6","5","0","0","0","1","1","0",2,2,4,2.5,2017
"7854",6026970110,516500,2018-10-25,2008-02-14,0.1337,"0","0",6433,"0","0","0","0","0","1","0",3219,"6","5","0","0","0","1","1","0",1,2,6,2.5,2018
"7855",6026970170,432100,2018-12-17,2008-02-14,0.1679,"0","0",6433,"0","0","0","0","0","1","0",2552,"6","5","0","0","0","1","1","0",1,2,4,2.5,2017
"7856",6026970240,414948,2018-05-07,2008-02-14,0.1147,"0","0",6433,"0","0","0","0","0","1","0",2281,"6","5","0","0","0","1","1","0",1,2,3,2.5,2018
"7857",6026970280,463000,2018-01-10,2008-02-14,0.1146,"0","0",6433,"0","0","0","0","0","1","0",3219,"6","5","0","0","0","1","1","0",1,2,6,2.5,2017
"7858",6026980020,490276,2018-08-01,2008-02-14,0.1362,"0","0",6433,"0","1","0","0","0","1","0",2830,"6","5","0","0","0","1","1","0",2,2,3,2.5,2017
"7859",6026980360,494470,2018-10-09,2008-02-14,0.139,"0","0",6433,"0","1","0","0","0","1","0",1960,"6","5","0","1","1","1","1","0",1,1,5,2.75,2018
"7860",6027010020,484995,2018-01-26,2009-06-01,0.1131,"0","0",4215,"0","0","0","0","0","0","1",3476,"6","5","0","0","0","1","1","0",1,2,5,2.75,2018
"7861",6027010060,394995,2018-01-08,2009-06-01,0.0976,"0","0",4215,"0","0","0","0","0","0","1",2360,"6","5","0","0","0","1","1","0",1,2,4,2.5,2017
"7862",6027010100,445995,2018-06-11,2009-06-01,0.1011,"0","0",4215,"0","0","0","0","0","0","1",2360,"6","5","1","0","0","1","1","0",1,2,4,2.5,2017
"7863",6027010250,425524,2018-09-26,2009-06-01,0.0976,"0","0",4215,"0","0","0","0","0","0","1",2360,"6","5","0","0","0","1","1","0",1,2,5,2.75,2018
"7864",6027010330,399995,2018-02-26,2009-06-01,0.0976,"0","0",4215,"0","0","0","0","0","0","1",2360,"6","5","0","0","0","1","1","0",1,2,5,3,2017
